GCF_000014045.1	Roseobacter denitrificans OCh 114 (a-proteobacteria)	4331234	4044
GCF_000014125.1	Clostridium novyi NT (firmicutes)	2547720	2351
GCF_000014145.1	Cytophaga hutchinsonii ATCC 33406 (CFB group bacteria)	4433218	3737
GCF_000014185.1	Rubrobacter xylanophilus DSM 9941 (actinobacteria)	3225748	3208
GCF_000014225.1	Pseudoalteromonas atlantica T6c (g-proteobacteria)	5187005	4396
GCF_000014265.1	Trichodesmium erythraeum IMS101 (cyanobacteria)	7750108	4665
GCF_000014285.2	Granulibacter bethesdensis CGDNIH1 (a-proteobacteria)	2708434	2445
GCF_000014345.1	Rickettsia canadensis str. McKiel (a-proteobacteria)	1159772	945
GCF_000014385.1	Oenococcus oeni PSU-1 (firmicutes)	1780517	1704
GCF_000014425.1	Lactobacillus gasseri ATCC 33323 _ JCM 1131 (firmicutes)	1894360	1847
GCF_000014445.1	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293 (firmicutes)	2075763	2042
GCF_000014465.1	Lactobacillus brevis ATCC 367 (firmicutes)	2340228	2258
GCF_000014505.1	Pediococcus pentosaceus ATCC 25745 (firmicutes)	1832387	1788
GCF_000014565.1	Rhodococcus jostii RHA1 (high GC Gram+)	9702737	8465
GCF_000014705.1	Shewanella frigidimarina NCIMB 400 (g-proteobacteria)	4845257	4148
GCF_000014725.1	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311 (firmicutes)	2936195	2626
GCF_000014745.1	Maricaulis maris MCS10 (a-proteobacteria)	3368780	3150
GCF_000014765.1	Nitrosomonas eutropha C91 (b-proteobacteria)	2781824	2528
GCF_000014785.1	Alkalilimnicola ehrlichii MLHE-1 (g-proteobacteria)	3275944	2912
GCF_000014825.1	Rhodopseudomonas palustris BisA53 (a-proteobacteria)	5505494	4890
GCF_000014865.1	Magnetococcus marinus MC-1 (a-proteobacteria)	4719581	3820
GCF_000014885.1	Shewanella piezotolerans WP3 (g-proteobacteria)	5396476	4506
GCF_000014925.1	Paenarthrobacter aurescens TC1 (high GC Gram+)	5226648	4734
GCF_000014965.1	Syntrophobacter fumaroxidans MPOB (d-proteobacteria)	4990251	4190
GCF_000015025.1	Acidothermus cellulolyticus 11B (high GC Gram+)	2443540	2201
GCF_000015045.1	Pelobacter propionicus DSM 2379 (d-proteobacteria)	4241119	3861
GCF_000015125.1	Chlorobium phaeobacteroides DSM 266 (green sulfur bacteria)	3133902	2797
GCF_000015245.1	Shewanella amazonensis SB2B (g-proteobacteria)	4306142	3810
GCF_000015285.1	Psychromonas ingrahamii 37 (g-proteobacteria)	4559598	3799
GCF_000015305.1	Mycolicibacterium vanbaalenii PYR-1 (high GC Gram+)	6491865	6054
GCF_000015345.1	Dichelobacter nodosus VCS1703A (g-proteobacteria)	1389350	1331
GCF_000015445.1	Bartonella bacilliformis KC583 (a-proteobacteria)	1445021	1214
GCF_000015505.1	Polaromonas naphthalenivorans CJ2 (b-proteobacteria)	5366143	4937
GCF_000015565.1	Verminephrobacter eiseniae EF01-2 (b-proteobacteria)	5597943	4813
GCF_000015585.1	Halorhodospira halophila SL1 (g-proteobacteria)	2678452	2454
GCF_000015645.1	Prochlorococcus marinus str. AS9601 (cyanobacteria)	1669886	1826
GCF_000015665.1	Prochlorococcus marinus str. MIT 9515 (cyanobacteria)	1704176	1834
GCF_000015725.1	Methylibium petroleiphilum PM1 (b-proteobacteria)	4643639	4523
GCF_000015745.1	Geobacillus thermodenitrificans NG80-2 (firmicutes)	3608012	3514
GCF_000015865.1	Hungateiclostridium thermocellum ATCC 27405 (firmicutes)	3843301	3272
GCF_000016065.1	Shewanella loihica PV-4 (g-proteobacteria)	4602594	4021
GCF_000016085.1	Chlorobium phaeovibrioides DSM 265 (green sulfur bacteria)	1966858	1812
GCF_000016165.1	Desulfotomaculum reducens MI-1 (firmicutes)	3608104	3500
GCF_000016185.1	Rhodospirillum centenum SW (a-proteobacteria)	4355543	3899
GCF_000016285.1	Agrobacterium vitis S4 (a-proteobacteria)	6320946	5654
GCF_000016345.1	Polynucleobacter asymbioticus QLW-P1DMWA-1 (b-proteobacteria)	2159490	2154
GCF_000016425.1	Salinispora tropica CNB-440 (high GC Gram+)	5183331	4581
GCF_000016505.1	Clostridium kluyveri DSM 555 (firmicutes)	4023800	3884
GCF_000016545.1	Caldicellulosiruptor saccharolyticus DSM 8903 (firmicutes)	2970275	2686
GCF_000016565.1	Pseudomonas mendocina ymp (g-proteobacteria)	5072807	4648
GCF_000016645.1	Flavobacterium johnsoniae UW101 (CFB group bacteria)	6096872	5191
GCF_000016745.1	Geobacter uraniireducens Rf4 (d-proteobacteria)	5136364	4475
GCF_000016765.1	Sphingomonas wittichii RW1 (a-proteobacteria)	5915246	5418
GCF_000016825.1	Lactobacillus reuteri DSM 20016 (firmicutes)	1999618	1971
GCF_000016905.1	Thermosipho melanesiensis BI429 (thermotogales)	1915238	1939
GCF_000016985.1	Alkaliphilus metalliredigens QYMF (firmicutes)	4929566	4776
GCF_000017005.1	Streptococcus gordonii str. Challis substr. CH1 (firmicutes)	2196662	2089
GCF_000017245.1	Actinobacillus succinogenes 130Z (g-proteobacteria)	2319663	2179
GCF_000017265.1	Phenylobacterium zucineum HLK1 (a-proteobacteria)	4379231	4237
GCF_000017305.1	Kineococcus radiotolerans SRS30216 _ ATCC BAA-149 (high GC Gram+)	4956672	4670
GCF_000017405.1	Ochrobactrum anthropi ATCC 49188 (a-proteobacteria)	5205777	4940
GCF_000017425.1	Bacillus cytotoxicus NVH 391-98 (firmicutes)	4094159	4000
GCF_000017465.2	Campylobacter curvus 525.92 (e-proteobacteria)	1971270	1965
GCF_000017545.1	Fervidobacterium nodosum Rt17-B1 (thermotogales)	1948941	1811
GCF_000017565.1	Parvibaculum lavamentivorans DS-1 (a-proteobacteria)	3914745	3695
GCF_000017585.1	Campylobacter hominis ATCC BAA-381 (e-proteobacteria)	1714951	1631
GCF_000017645.1	Xanthobacter autotrophicus Py2 (a-proteobacteria)	5625098	5091
GCF_000017685.1	Leptospira biflexa serovar Patoc strain Patoc 1 (Paris) (bacteria)	3951448	3736
GCF_000017705.1	Vibrio campbellii ATCC BAA-1116 (g-proteobacteria)	6058377	5363
GCF_000017805.1	Roseiflexus castenholzii DSM 13941 (GNS bacteria)	5723298	4568
GCF_000017865.1	Pseudothermotoga lettingae TMO (thermotogales)	2135342	2101
GCF_000018025.1	Shewanella sediminis HAW-EB3 (g-proteobacteria)	5517674	4727
GCF_000018105.1	Acaryochloris marina MBIC11017 (cyanobacteria)	8361599	7126
GCF_000018145.1	Dinoroseobacter shibae DFL 12 _ DSM 16493 (a-proteobacteria)	4417868	4196
GCF_000018205.1	Rickettsia akari str. Hartford (agent of rickettsialpox)	1231060	1048
GCF_000018265.1	Salinispora arenicola CNS-205 (high GC Gram+)	5786361	4970
GCF_000018285.1	Shewanella pealeana ATCC 700345 (g-proteobacteria)	5174581	4457
GCF_000018325.1	Alkaliphilus oremlandii OhILAs (firmicutes)	3123558	3009
GCF_000018405.1	Desulfococcus oleovorans Hxd3 (d-proteobacteria)	3944167	3375
GCF_000018585.1	Prochlorococcus marinus str. MIT 9211 (cyanobacteria)	1688963	1839
GCF_000018605.1	Petrotoga mobilis SJ95 (bacteria)	2169548	2012
GCF_000018665.1	Delftia acidovorans SPH-1 (b-proteobacteria)	6767514	6147
GCF_000018685.1	Lachnoclostridium phytofermentans ISDg (firmicutes)	4847594	4036
GCF_000018785.1	Acholeplasma laidlawii PG-8A (mycoplasmas)	1496992	1416
GCF_000018885.1	Renibacterium salmoninarum ATCC 33209 (high GC Gram+)	3155250	2640
GCF_000018945.1	Thermotoga neapolitana DSM 4359 (thermotogales)	1884562	1895
GCF_000019165.1	Heliobacterium modesticaldum Ice1 (firmicutes)	3075407	2811
GCF_000019205.1	Campylobacter lari RM2100 (e-proteobacteria)	1571661	1594
GCF_000019225.1	Cellvibrio japonicus Ueda107 (g-proteobacteria)	4576573	3661
GCF_000019285.1	Francisella philomiragia subsp. philomiragia ATCC 25017 (g-proteobacteria)	2049711	1932
GCF_000019345.1	Ureaplasma parvum serovar 3 str. ATCC 27815 (mycoplasmas)	751679	634
GCF_000019405.1	Histophilus somni 2336 (g-proteobacteria)	2263857	2048
GCF_000019585.2	Xanthomonas oryzae pv. oryzae PXO99A (g-proteobacteria)	5238555	4004
GCF_000019665.1	Methylacidiphilum infernorum V4 (verrucomicrobia)	2287145	2157
GCF_000019685.1	Borrelia duttonii Ly (spirochetes)	1574881	1385
GCF_000019725.1	Methylobacterium radiotolerans JCM 2831 (a-proteobacteria)	6899110	6371
GCF_000019745.1	Polynucleobacter necessarius STIR1 (b-proteobacteria)	1560469	1368
GCF_000019785.1	Leptothrix cholodnii SP-6 (b-proteobacteria)	4909403	4356
GCF_000019845.1	Beijerinckia indica subsp. indica ATCC 9039 (a-proteobacteria)	4418616	3908
GCF_000019905.1	Exiguobacterium sibiricum 255-15 (firmicutes)	3040786	3084
GCF_000019945.1	Methylorubrum populi BJ001 (a-proteobacteria)	5848997	5360
GCF_000019965.1	Opitutus terrae PB90-1 (verrucomicrobia)	5957605	4637
GCF_000020005.1	Natranaerobius thermophilus JW/NM-WN-LF (firmicutes)	3191453	2946
GCF_000020025.1	Nostoc punctiforme PCC 73102 (cyanobacteria)	9059191	6962
GCF_000020045.1	Paraburkholderia phymatum STM815 (b-proteobacteria)	8676562	7577
GCF_000020065.1	Mycoplasma arthritidis 158L3-1 (mycoplasmas)	820453	655
GCF_000020145.1	Elusimicrobium minutum Pei191 (bacteria)	1643562	1576
GCF_000020165.1	Clostridium botulinum B str. Eklund 17B (NRP) (firmicutes)	3847969	3487
GCF_000020205.1	Ralstonia pickettii 12J (b-proteobacteria)	5325729	4951
GCF_000020225.1	Akkermansia muciniphila ATCC BAA-835 (verrucomicrobia)	2664102	2307
GCF_000020305.1	Anaplasma marginale str. Florida (a-proteobacteria)	1202435	999
GCF_000020365.1	Desulfobacterium autotrophicum HRM2 (d-proteobacteria)	5657782	4905
GCF_000020385.1	Geobacter lovleyi SZ (d-proteobacteria)	3994874	3678
GCF_000020465.1	Chlorobium limicola DSM 245 (green sulfur bacteria)	2763181	2486
GCF_000020485.1	Halothermothrix orenii H 168 (firmicutes)	2578146	2429
GCF_000020505.1	Chlorobaculum parvum NCIB 8327 (green sulfur bacteria)	2289249	2103
GCF_000020525.1	Chloroherpeton thalassium ATCC 35110 (green sulfur bacteria)	3293456	2823
GCF_000020545.1	Chlorobium phaeobacteroides BS1 (green sulfur bacteria)	2736403	2500
GCF_000020605.1	Eubacterium rectale ATCC 33656 (firmicutes)	3449685	3247
GCF_000020625.1	Prosthecochloris aestuarii DSM 271 (green sulfur bacteria)	2579695	2374
GCF_000020645.1	Pelodictyon phaeoclathratiforme BU-1 (green sulfur bacteria)	3018238	2796
GCF_000020685.1	Deinococcus deserti VCD115 (bacteria)	3855329	3563
GCF_000020725.1	Geobacter bemidjiensis Bem (d-proteobacteria)	4615150	4039
GCF_000020945.1	Coprothermobacter proteolyticus DSM 5265 (firmicutes)	1424912	1462
GCF_000020965.1	Dictyoglomus thermophilum H-6-12 (bacteria)	1959987	1914
GCF_000021025.1	Laribacter hongkongensis HLHK9 (b-proteobacteria)	3169329	2934
GCF_000021285.1	Thermosipho africanus TCF52B (thermotogales)	2016657	1935
GCF_000021325.1	Gluconacetobacter diazotrophicus PA1 5 (a-proteobacteria)	3914947	3524
GCF_000021345.1	Rhizobium leguminosarum bv. trifolii WSM2304 (a-proteobacteria)	6872702	6487
GCF_000021385.1	Desulfovibrio vulgaris str. Miyazaki F (d-proteobacteria)	4040304	3140
GCF_000021485.1	Acidithiobacillus ferrooxidans ATCC 23270 (proteobacteria)	2982397	2994
GCF_000021545.1	Sulfurihydrogenibium azorense Az-Fu1 (aquificales)	1640877	1718
GCF_000021565.1	Persephonella marina EX-H1 (aquificales)	1983966	2079
GCF_000021685.1	Thermomicrobium roseum DSM 5159 (GNS bacteria)	2920744	2698
GCF_000021725.1	Nautilia profundicola AmH (e-proteobacteria)	1676444	1765
GCF_000021745.1	Methylocella silvestris BL2 (a-proteobacteria)	4305430	3927
GCF_000021865.1	Rhodobacter capsulatus SB 1003 (a-proteobacteria)	3871920	3595
GCF_000021885.1	Glaesserella parasuis SH0165 (g-proteobacteria)	2269156	2126
GCF_000021925.1	Desulfitobacterium hafniense DCB-2 (firmicutes)	5279134	4909
GCF_000021945.1	Chloroflexus aggregans DSM 9485 (GNS bacteria)	4684931	3763
GCF_000021985.1	Thioalkalivibrio sulfidiphilus HL-EbGr7 (g-proteobacteria)	3464554	3305
GCF_000022025.1	Pseudarthrobacter chlorophenolicus A6 (high GC Gram+)	4980870	4606
GCF_000022065.1	Ruminiclostridium cellulolyticum H10 (firmicutes)	4068724	3424
GCF_000022085.1	Methylobacterium nodulans ORS 2060 (a-proteobacteria)	8839022	8054
GCF_000022125.1	Desulfovibrio desulfuricans ATCC 27774 (d-proteobacteria)	2873437	2467
GCF_000022145.1	Anaeromyxobacter dehalogenans 2CP-1 (d-proteobacteria)	5029329	4502
GCF_000022265.1	Geobacter daltonii FRC-32 (d-proteobacteria)	4304501	3789
GCF_000022325.1	Caldicellulosiruptor bescii DSM 6725 (firmicutes)	2931662	2655
GCF_000022525.1	Neorickettsia risticii str. Illinois (Potomac horse fever agent)	879977	802
GCF_000022565.1	Acidobacterium capsulatum ATCC 51196 (bacteria)	4127356	3368
GCF_000022725.1	Bartonella grahamii as4aup (a-proteobacteria)	2369520	1932
GCF_000022905.1	Corynebacterium aurimucosum ATCC 700975 (high GC Gram+)	2819226	2591
GCF_000023025.1	Teredinibacter turnerae T7901 (g-proteobacteria)	5193164	4198
GCF_000023065.1	Tolumonas auensis DSM 9187 (g-proteobacteria)	3471292	3256
GCF_000023105.1	Beutenbergia cavernae DSM 12333 (high GC Gram+)	4669183	4216
GCF_000023125.1	Dyadobacter fermentans DSM 18053 (CFB group bacteria)	6967790	5763
GCF_000023145.1	Corynebacterium kroppenstedtii DSM 44385 (high GC Gram+)	2446804	2054
GCF_000023205.1	Micrococcus luteus NCTC 2665 (high GC Gram+)	2501097	2247
GCF_000023225.1	Desulfomicrobium baculatum DSM 4028 (d-proteobacteria)	3942657	3466
GCF_000023245.1	Actinosynnema mirum DSM 43827 (high GC Gram+)	8248144	6839
GCF_000023265.1	Acidimicrobium ferrooxidans DSM 10331 (actinobacteria)	2158157	2085
GCF_000023285.1	Capnocytophaga ochracea DSM 7271 (CFB group bacteria)	2612925	2242
GCF_000023325.1	Kosmotoga olearia TBF 19.5.1 (bacteria)	2302126	2161
GCF_000023445.1	Desulfovibrio salexigens DSM 2638 (d-proteobacteria)	4289847	3891
GCF_000023465.1	Zunongwangia profunda SM-A87 (CFB group bacteria)	5128187	4406
GCF_000023605.1	Pectobacterium carotovorum subsp. carotovorum PC1 (enterobacteria)	4862913	4301
GCF_000023705.1	Methylotenera mobilis JLW8 (b-proteobacteria)	2547570	2378
GCF_000023745.1	Methylovorus glucosetrophus SIP3-4 (b-proteobacteria)	3082007	2937
GCF_000023785.1	Hirschia baltica ATCC 49814 (a-proteobacteria)	3540114	3241
GCF_000023825.1	Pedobacter heparinus DSM 2366 (CFB group bacteria)	5167383	4255
GCF_000023845.1	Cryptobacterium curtum DSM 15641 (actinobacteria)	1617804	1393
GCF_000023865.1	Saccharomonospora viridis DSM 43017 (high GC Gram+)	4308349	3860
GCF_000023885.1	Slackia heliotrinireducens DSM 20476 (actinobacteria)	3165038	2775
GCF_000023905.1	Leptotrichia buccalis C-1013-b (fusobacteria)	2465610	2248
GCF_000023925.1	Kytococcus sedentarius DSM 20547 (high GC Gram+)	2785024	2562
GCF_000024005.1	Chitinophaga pinensis DSM 2588 (CFB group bacteria)	9127347	7100
GCF_000024025.1	Catenulispora acidiphila DSM 44928 (high GC Gram+)	10467782	8777
GCF_000024065.1	Jonesia denitrificans DSM 20603 (high GC Gram+)	2749646	2540
GCF_000024085.1	Kangiella koreensis DSM 16069 (g-proteobacteria)	2852073	2652
GCF_000024105.1	Anaerococcus prevotii DSM 20548 (firmicutes)	1998633	1840
GCF_000024125.1	Robiginitalea biformata HTCC2501 (CFB group bacteria)	3530383	3123
GCF_000024205.1	Desulfofarcimen acetoxidans DSM 771 (firmicutes)	4545624	4103
GCF_000024225.1	Atopobium parvulum DSM 20469 (actinobacteria)	1543805	1401
GCF_000024265.1	Eggerthella lenta DSM 2243 (actinobacteria)	3632260	3114
GCF_000024285.1	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446 (firmicutes)	3205686	3112
GCF_000024325.1	Desulfohalobium retbaense DSM 5692 (d-proteobacteria)	2909567	2544
GCF_000024345.1	Kribbella flavida DSM 17836 (high GC Gram+)	7579488	6891
GCF_000024365.1	Nakamurella multipartita DSM 44233 (high GC Gram+)	6060298	5209
GCF_000024385.1	Thermomonospora curvata DSM 43183 (high GC Gram+)	5639016	4850
GCF_000024405.1	Sebaldella termitidis ATCC 33386 (fusobacteria)	4486650	4143
GCF_000024425.1	Meiothermus ruber DSM 1279 (bacteria)	3097457	3076
GCF_000024505.1	Anaplasma centrale str. Israel (a-proteobacteria)	1206806	983
GCF_000024545.1	Stackebrandtia nassauensis DSM 44728 (high GC Gram+)	6841557	6356
GCF_000024565.1	Streptobacillus moniliformis DSM 12112 (fusobacteria)	1673280	1491
GCF_000024605.1	Ammonifex degensii KC4 (firmicutes)	2157067	2175
GCF_000024725.1	Nitrosococcus halophilus Nc 4 (g-proteobacteria)	4145260	3816
GCF_000024765.1	Halothiobacillus neapolitanus c2 (g-proteobacteria)	2582886	2365
GCF_000024785.1	Gordonia bronchialis DSM 43247 (high GC Gram+)	5290012	4654
GCF_000024845.1	Rhodothermus marinus DSM 4252 (CFB group bacteria)	3386737	2913
GCF_000024865.1	Streptosporangium roseum DSM 43021 (high GC Gram+)	10369518	8872
GCF_000024885.1	Sulfurospirillum deleyianum DSM 6946 (e-proteobacteria)	2306351	2310
